relationship_rank,relationship,target,predictor,lag,province,n_samples,control_mode,spearman_corr,kendall_tau,distance_corr,mutual_info,abs_spearman
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Quảng Ngãi,264,month,0.6962830494019502,0.5440947641203223,0.6808378664242644,0.4475039998534891,0.6962830494019502
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Quảng Ninh,264,month,0.6518242810065242,0.5355188117431926,0.6842975512271497,0.6869055169928551,0.6518242810065242
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Quảng Trị,264,month,0.2276562614646398,0.16792705728599042,0.29424390037649245,0.12519928380265988,0.2276562614646398
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Sóc Trăng,264,month,0.5418738809775093,0.3971187784032337,0.6289746105840129,0.563866768338328,0.5418738809775093
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Sơn La,264,month,0.4205201359383441,0.2997074875865726,0.4002905906495551,0.28890917789230164,0.4205201359383441
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_TT Huế,264,month,0.4607896175968108,0.3041687093458306,0.46532572448964077,0.1630653409394318,0.4607896175968108
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Thanh Hóa,264,month,0.5413561739358859,0.39534757596767583,0.46695065456877305,0.3849354270937031,0.5413561739358859
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Thái Bình,264,month,0.550409879472472,0.3953091729212728,0.4762196844993128,0.3864989974665094,0.550409879472472
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Thái Nguyên,264,month,0.40841791729317883,0.2918042055753081,0.45983747562755334,0.287956837873951,0.40841791729317883
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Tiền Giang,264,month,0.7062490165792182,0.5353491066048413,0.703770810633911,0.45832681513801177,0.7062490165792182
